budget,runtime,rating,vote_count,popularity,year,month,quarter,ROI,profit_margin,profit,log_budget,log_revenue,rating_per_vote,popularity_score,budget_category_Medium,budget_category_High,budget_category_VeryHigh,revenue_category_Medium,revenue_category_High,revenue_category_VeryHigh,season_Spring,season_Summer,season_Winter,language_encoded,genre_drama,genre_comedy,genre_thriller,genre_action,genre_romance,genre_adventure,genre_crime,genre_horror,genre_family,genre_fantasy
-0.33809367394302925,-0.855999019434201,-0.4151284370489897,-0.4648479090667376,0.29752676047871585,-1.6044531204148123,1.1923652390772856,1.232535315023289,-0.021120784970848797,0.016546816245632746,-0.35667166860624394,0.1808638661477664,-0.00018296996534308005,-0.3343742382715395,0.18122074059088872,True,False,False,False,False,False,False,False,False,-0.35204347196968616,0,0,1,0,0,0,1,0,0,0
-0.4512574169387224,-1.136108877524281,-0.756879650281705,-0.5628933318722235,-0.5113525497790575,0.4875524399696222,-1.1257975065548056,-1.4375083652240987,-0.02113236395672581,0.01604895871341172,-0.3960694925387901,-0.04091442817411539,-0.7721833953416153,2.1103339213026047,-0.5362703299039214,False,False,False,False,False,False,True,False,False,1.7434353863081107,0,0,0,0,0,1,0,0,0,1
3.848964816897617,0.6846052000612382,-0.07337722381627439,0.9662810181337925,0.6625652949723957,1.6829841887607275,-1.415567849758817,-1.4375083652240987,-0.021094066789182613,0.016639570864395752,1.5063009799039941,1.5976690507453266,1.4715018420413024,-0.4978557354687899,0.566356071258637,False,False,True,False,True,False,False,False,True,-0.35204347196968616,0,0,0,1,0,1,0,0,0,0
-0.40599191974044513,-0.34246427960238796,-0.8707967213592774,-0.3807293929097582,0.2931369617122933,-0.8573082774203713,0.9025948958732741,1.232535315023289,-0.02107953328222194,0.016652987258870922,-0.1643762912983369,0.05881046233593303,0.4481473897870322,-0.4193196375347545,0.10517870870005137,True,False,False,False,False,False,False,False,False,-0.35204347196968616,0,1,0,0,1,0,0,0,0,0
-0.6210030314322621,-0.9960539484792409,-4.4022259247640045,-0.5620577174733131,-0.8690462014586744,-0.11016343442593046,-1.7053381929628284,-1.4375083652240987,-0.02112791353375506,0.016414876165286762,-0.3512516225373728,-0.7991793230592676,-0.9933713675808443,0.5112897820693453,-0.8726602629354887,False,False,False,False,False,False,False,False,True,-0.8759131865391354,0,1,0,0,0,0,0,1,0,1
0.05797942654189671,-0.7159440903891611,-0.38892751070114856,0.06799553930512192,-0.21854226523241718,1.6829841887607275,-1.415567849758817,-1.4375083652240987,-0.021088168300297618,0.016646004596497493,0.03169048256752608,0.6037775455400083,0.7857826323730257,-0.4814276516129076,-0.261652271812888,True,False,False,True,False,False,False,False,True,-0.35204347196968616,0,1,1,0,0,0,1,0,0,0
-0.5146291130163105,0.12438548388107842,0.38229106049401335,-0.48100312077900514,-0.5309246281815461,-0.2595924030248186,0.9025948958732741,1.232535315023289,-0.021105027618510328,0.016621049948533563,-0.30563687715347665,-0.22059713713889464,-0.005852466241103638,-0.27796655719413804,-0.490199406180858,False,False,False,False,False,False,False,False,False,-0.35204347196968616,1,1,0,0,0,0,0,0,0,0
-0.11176618795164299,-0.34246427960238796,0.5303832528948567,0.20949291085394817,1.0779259128860408,1.6829841887607275,1.482135582281297,1.232535315023289,-0.020985286831731377,0.016677080394676316,0.9293298218737291,0.4602714814240208,1.147730567561325,-0.48351742591571023,1.098265415400851,True,False,False,False,True,False,False,False,True,-0.35204347196968616,0,1,0,0,1,0,0,0,0,0
2.7173273869406858,0.12438548388107842,-0.13033575935506012,1.6564985116337758,0.48260495920159235,0.9358393457662868,0.3230542094652514,0.3425207549408264,-0.021073827055184062,0.016656532518384216,2.2055646513786837,1.4403148347228,1.5155779224325432,-0.5018339871754556,0.39290270221031426,False,True,False,False,False,True,False,True,False,-0.35204347196968616,0,0,0,1,0,0,0,1,0,0
-0.5417884113352769,1.1514549635447044,-1.4403820767471367,-0.5598294124095521,-0.5016521651878898,-0.7078793088214832,0.9025948958732741,1.232535315023289,-0.021103139328838894,0.016625128949117232,-0.30736130701872016,-0.32032202157147,-0.055767946098990585,1.0974843291401595,-0.5681136314063153,False,False,False,False,False,False,False,False,False,1.2195656717386614,1,0,0,1,0,0,0,0,0,0
